poi_id,name,category,poi_type,city,province,latitude,longitude,rating,review_count,description,opening_hours,booking_link,data_source,created_date
POI_000093,Al Habala Park,Tourist Attraction,attraction,Aseer,Asir,,,4.5,0,"Immerse yourself in the breathtaking natural beauty of Al Habala Park, a stunning attraction in the Aseer region that promises an unforgettable experience for all visitors. Located at a high altitude, this park offers panoramic views where the sky seamlessly merges with the earth, creating a serene and picturesque setting. At Al Habala Park, you can enjoy a variety of activities that cater to all family members. Take a thrilling ride on the cable car, which provides spectacular aerial views of the surrounding landscape. Explore the park's lush greenery and discover hidden waterfalls that add to the enchanting ambiance. For those who love adventure, there are ample opportunities for camping under the stars, allowing you to connect with nature in a profound way. Children will delight in the dedicated play areas, while a selection of restaurants and cafes ensures that you have plenty of options to relax and enjoy delicious meals. Whether you're seeking tranquility or an action-packed day out, Al Habala Park offers a perfect blend of natural beauty and recreational activities, making it a top destination for families.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000094,Honey Cottage,Tourist Attraction,attraction,Aseer,Asir,,,4.5,0,"Nestled in the picturesque village of Rijal Almaa, Honey Cottage offers an enchanting escape into the heart of nature. This rustic retreat, crowned with a charming windmill, provides not only stunning views of the surrounding landscape but also a delightful array of locally produced honey, making it a honey lover's paradise. At Honey Cottage, you can immerse yourself in the serene beauty of the Aseer region. The cottage is designed in a traditional wooden style, surrounded by lush greenery and natural valleys. Here, you can taste over 40 different types of honey, each with its unique flavor profile, harvested from the local flora. Whether you're enjoying a peaceful moment on the cottage porch or exploring the scenic trails nearby, Honey Cottage offers an exceptional experience that blends relaxation with a touch of local heritage. Perfect for friends seeking a sweet retreat, this destination promises memorable moments and a taste of the rich, natural bounty of Rijal Almaa.",8:00 am- 10:00 pm,-,Visit_Saudi_Attractions,2026-01-15
POI_000095,Liwan Farm,Tourist Attraction,attraction,Aseer,Asir,,,4.5,0,"Liwan Farm offers a unique rural retreat where visitors can experience the charm and simplicity of farm life. Nestled amidst beautiful landscapes, the farm provides a serene environment perfect for families and nature lovers looking to escape the hustle and bustle of city life and reconnect with nature. Enjoy a stay at the authentic inn and explore a variety of cafes and restaurants catering to all tastes. The farm also reflects Aseers rich history, showcased in a museum with unique and rare artifacts.",12:00 pm- 12:00 am,https://liwan-farm.com/,Visit_Saudi_Attractions,2026-01-15
POI_000096,Al Basta District,Tourist Attraction,attraction,Aseer,Asir,,,4.5,0,"Al Basta District is one of the oldest residential areas in Abha, featuring historical buildings and ancient architecture. It is renowned for its traditional old town market with various vendors serving street food, concept stores, and souvenir shops. The district's open square creates a lively social atmosphere perfect for spending quality time with family and friends. Don't miss the chance to learn about the stories of the Aseer community up close.",4:00 pm- 4:00 am,-,Visit_Saudi_Attractions,2026-01-15
POI_000097,Almuftaha Village,Tourist Attraction,attraction,Aseer,Asir,,,4.5,0,"Explore Almuftaha Village in Abha, known for its traditional mud buildings and rich Aseer heritage. The village features the King Fahd Cultural Center, Almuftaha Palace Museum, and numerous shops selling honey, antiques, and local delicacies, all within a charming traditional setting. Throughout different seasons, the village comes alive with various events, enhancing its vibrant cultural atmosphere.",7:00 am- 12:00 am,-,Visit_Saudi_Attractions,2026-01-15
POI_000098,Clouds,Tourist Attraction,attraction,Aseer,Asir,,,4.5,0,"Step into Clouds, a hotel and residential retreat where modern elegance blends with Aseer tradition. Enjoy the breathtaking views at Juliette Restaurant and Café, where every meal is a feast for the senses. Unwind in our luxurious spa and experience the perfect blend of comfort and style at Clouds.",24 hours,https://abha.platinumlist.net/event-tickets/93167/ghym,Visit_Saudi_Attractions,2026-01-15
POI_000099,Preserved tombs and ancient wonders at Hegra,Tourist Attraction,attraction,AlUla,Medina,,,4.5,0,"Saudi Arabia's first UNESCO World Heritage Site, Hegra reveals the fascinating Nabataean history with over 110 preserved tombs and ancient wonders. It offers a captivating glimpse into AlUla's rich heritage, making it an essential destination for anyone exploring AlUla.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000100,Gharameel Stargazing,Tourist Attraction,attraction,AlUla,Medina,,,4.5,0,Embark on an exciting celestial adventure far out in the desert on a stargazing trip to Gharameel. Hear from an expert guide as you admire the blanket of stars overhead while surrounded by photogenic pillars of mountain rock that reach skywards.,-,-,Visit_Saudi_Attractions,2026-01-15
POI_000101,Dadan and Jabal Ikmah,Tourist Attraction,attraction,AlUla,Medina,,,4.5,0,Embark on a historic journey in AlUla and uncover the ancient sites of Dadan and Jabal Ikmah. These two heritage sites are significant archaeological marvels that captivate the world even now.,9:00 am- 11:00 pm,-,Visit_Saudi_Attractions,2026-01-15
POI_000102,Elephant Rock,Tourist Attraction,attraction,AlUla,Medina,,,4.5,0,"Get up close to AlUla's beloved Elephant Rock, a special landmark and must-see spot. This natural marvel, shaped by millions of years of erosion, rises 52 meters high. Enjoy its magical presence at dusk, bathed in warm crimson light, while warming up by a fire pit nearby.",4:00  pm- 2:00 am,-,Visit_Saudi_Attractions,2026-01-15
POI_000103,Maraya,Tourist Attraction,attraction,AlUla,Medina,,,4.5,0,"Step into the realm of Maraya, an architectural marvel in AlUla's Ashar Valley. This mirrored wonder, blending into the sandstone cliffs, offers a surreal experience as it appears and disappears with your every step.",6:00 pm- 12:00 am,https://www.marayaalula.com/maraya-alula-tour,Visit_Saudi_Attractions,2026-01-15
POI_000104,AlUla Old Town Village,Tourist Attraction,attraction,AlUla,Medina,,,4.5,0,"A crossroads of civilisations and oasis city on incense-trading routes, people have inhabited AlUla for thousands of years. By preserving its rich heritage and continuing to flourish as a rural tourist destination, it has been awarded Best Tourism Village by the United Nations World Tourism Organization. Today, AlUla Old Town Village encompasses its ancient Old Town, the lush Oasis and the AlJadidah Arts District.",24 hours,-,Visit_Saudi_Attractions,2026-01-15
POI_000105,Wadi Al Fann,Tourist Attraction,attraction,AlUla,Medina,,,4.5,0,"Translating to Valley of the Arts, this new cultural destination is a blank canvas for large-scale art. Take a walking tour through the valley to see some unique, dramatic, and impressive works of contemporary art.",-,https://www.experiencealula.com/en/places-to-go/wadi-alfann,Visit_Saudi_Attractions,2026-01-15
POI_000106,The Giant Swing,Tourist Attraction,attraction,AlUla,Medina,,,4.5,0,"Experience the thrill of AlUlas Giant Swinga breathtaking adventure that lets you soar 85 meters above the ground, gliding through a 70-meter arc over stunning desert landscapes. Perched atop a mountain, this unique experience is perfect for thrill-seekers ready to test their limits and embrace the excitement of swinging high above the mesmerizing terrain of AlUla. Feel the adrenaline rush as you enjoy unparalleled views and an unforgettable journey in one of Saudi's most scenic locations.",11:00 am- 4:30 pm,https://www.experiencealula.com/en/things-to-do/experiences/giant-swing,Visit_Saudi_Attractions,2026-01-15
POI_000107,AlUla Oasis,Tourist Attraction,attraction,AlUla,Medina,,,4.5,0,"In the midst of AlUlas golden desert sands, the lush date palm groves of AlUla Oasis thrive as a vibrant symbol of life and sustainability. Producing over 90,000 tonnes of dates each year, this oasis has supported the region's ecosystem and economy for centuries. Merchants, pilgrims, and travelers journeying to ancient sites like Dadan and Hegra found refuge under its shaded groves, using its wood for shelter and fuel, while local communities flourished from its bounty. Today, AlUla Oasis invites visitors to explore its rich natural and cultural heritage through guided tours, unique dining experiences amid the palm groves, and a variety of activities that showcase the oasis's enduring legacy. Discover this flourishing oasis in the heart of Saudis ancient landscape.",24 hours,https://www.experiencealula.com/en/places-to-go/alula-oasis,Visit_Saudi_Attractions,2026-01-15
POI_000108,AlUla Hot Air Balloons,Tourist Attraction,attraction,AlUla,Medina,,,4.5,0,"Embark on a mesmerizing journey with AlUlas hot air balloon experience, lifting you 1,200 meters above the ground for panoramic views of the regions majestic desert landscapes and ancient sites. Float gently above sandstone mountains, verdant oases, and historic landmarks like Hegra, capturing the beauty of AlUla from a vantage point like no other. Whether its the golden hues at sunrise or the dramatic colors of sunset, this hot air balloon ride promises an unforgettable adventure and a unique way to explore the awe-inspiring scenery of Saudi.",5:00 am- 11:00 pm,https://www.experiencealula.com/en/things-to-do/experiences/alula-hot-air-balloons,Visit_Saudi_Attractions,2026-01-15
POI_000109,AlUla Stairway,Tourist Attraction,attraction,AlUla,Medina,,,4.5,0,"Embark on an unforgettable adventure with the AlUla Stairwaya 45-meter suspended stairway offering breathtaking views and an adrenaline-pumping climb. After reaching the summit, feel the thrill as you zipline back down into the valley, completing an experience that perfectly combines excitement with the stunning landscapes of AlUla. Ideal for adventure seekers, the AlUla Stairway promises a unique way to explore the rugged beauty of this historic region.",7:00 am- 7:00 pm,https://www.experiencealula.com/en/things-to-do/experiences/alula-stairway,Visit_Saudi_Attractions,2026-01-15
POI_000110,Juman Park,Tourist Attraction,attraction,King Abdullah Economic City,,,,4.5,0,"A peaceful and entertaining atmosphere awaits you at Juman Park, located in King Abdullah Economic City, adjacent to the canal Bay La Sun district, specifically between Bay La Sun Hotel and Marina. The park has a total area of about 55,000 square meters and features beautifully designed green spaces overlooking the stunning blue canal. It provides a refreshing and joyful experience for your soul and includes facilities and activities that will create lasting memories for you and your family.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000111,Mini Golf,Tourist Attraction,attraction,King Abdullah Economic City,,,,4.5,0,"Do you love golf? Or perhaps you want to test your skills in this fascinating global sport through a miniature experience? Maybe your children have shown interest in playing golf? If so, you're in for a treat with the Juman Mini Golf course, located in the unique Juman Park of King Abdullah Economic City (KAEC).",3:00 pm- 11:00 pm,-,Visit_Saudi_Attractions,2026-01-15
POI_000112,Juman Karting,Tourist Attraction,attraction,King Abdullah Economic City,,,,4.5,0,Karting is a type of high-speed car racing that is popular all over the world.,-,-,Visit_Saudi_Attractions,2026-01-15
POI_000113,Al Jawharah Stadium,Tourist Attraction,attraction,Jeddah,Makkah,,,4.5,0,"Located on the north side of King Abdul Aziz International Airport, King Abdullah Sports City has various stadiums and is just 19 minutes away from Jeddah Corniche Circuit. It is considered the second sports destination in Jeddah full of excitement and enthusiasm, and only two minutes away from ""Jeddah Superdome,"" a wonderful opportunity to attend more than one event in a day.

King Abdullah Sports City hosted the most prominent international sports events, attracting many sports and thousands of fans interested in these extraordinary events, such as The first WWE Freestyle Wrestling Championship and Dakar Rally in 2021. Here is where unparalleled adventures and many world concerts were held, which made it one of the most important entertainment destinations in Saudi Arabia.",12am - 12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000114,Tayebat Museum,Tourist Attraction,attraction,Jeddah,Makkah,,,4.5,0,"Jeddah has a history that predates modern Arabia. As one of the Gulfs oldest seaports and the gateway to the holy city of Makkah, Jeddah has been welcoming the world for centuries  which has helped transform the city into the culturally rich melting pot it is today.

For a fascinating look into Jeddahs long and cosmopolitan past, take a trip to the Tayebat Museum for a superbly curated representation of the citys 2,500-year history. Located in the Al Faisaliyah district, the museum is housed in a multiroom complex that re-creates the traditional Hijazi architecture of the old city, with bay windows overlaid with intricate wooden lattice work and ornate coral masonry.

With several floors of in-depth exhibits, the museum offers a living history lesson on the foundation of Jeddah, Saudi Arabia and the wider Arabian Peninsula. There is also an entire floor dedicated to the citys rich Islamic heritage.",Sun to Thur: 8:00am - 9:00pm,-,Visit_Saudi_Attractions,2026-01-15
POI_000115,Fakieh Aquarium,Tourist Attraction,attraction,Jeddah,Makkah,,,4.5,0,"Located just off Al Kurnaysh Road on Jeddahs north corniche, Fakieh Aquarium is the first marine exhibition of its kind in Saudi Arabia, and its no coincidence that it finds itself within earshot of the citys lapping Red Sea.

The sprawling tunnels and vast tanks that make up the aquarium house over 200 species and around 85 percent of them are native to Jeddahs undisturbed coral reefs. It makes this colorful window onto the Red Sea the best way to experience the regions vibrant underwater ecosystem without needing to squeeze into scuba gear.

Accompanied by a meditative soundtrack and enclosed in cavern walls, a trip through the aquarium brings you face-to-face with some of the 800 Red Sea oddities that dont exist anywhere else on the planet.

Throughout the tour, detailed information is provided in both English and Arabic. It means visitors can find out how the Red Sea got its name (hint: it has to do with blooms of algae), and learn about fish like the Napoleon wrasse, which are all born female before some transform into males on maturity. Theres also the territorial sohal surgeonfish, endemic to the Red Sea and named for its scalpel-sharp fin.

For more peculiarities, seek out the upside-down jellyfish known as the Cassiopeia, or the thin, long garden eels with their playful tendency to bob up and down in the sand as visitors approach.

Less amusing is the fish youll be relieved to see in a tank rather than in the open sea; a stern-looking stonefish deemed the most venomous fish in the world, possessing enough venom to kill a fully-grown man in under five minutes.

The knowledgeable staff is also proud to inform visitors that some endangered marine life  including giant turtles  have been rescued following injury or illness. Those that are able to recover fully are then released back into their natural habitat.","sun to thu:
10AM - 11PM
fri:
12PM-11PM
sat:
10AM-11PM",https://fakiehaquarium.com/,Visit_Saudi_Attractions,2026-01-15
POI_000116,King Fahds Fountain,Tourist Attraction,attraction,Jeddah,Makkah,,,4.5,0,"Visible from all across the city, King Fahd Fountain is a much-loved Jeddah landmark and a 30-year-old monument in the middle of the Red Sea. At 312 meters high, its waters decorate the sunset of Jeddah, and whether you are thinking of taking a picture or a video of that magical scene, seeing the fountain will not seem impossible no matter how far away you are. As the spectacular display of the fountain continues, you can walk around and try different kinds of food along the various stalls in Alhamra Cornish. Seven is the most popular kiosk on the walkway.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000117,Historic Jeddah,Tourist Attraction,attraction,Jeddah,Makkah,,,4.5,0,"Before naming it as the royal seaport for Makkah at 657 AD, the Al-Balad site, Historic Jeddah, was built on beautiful coastal land. It gathered people from all cultures and walks of life throughout the ages. This part of the world unveils a human heritage whose walls challenged different historical factors with eight gates; each is known for its historical stories. In addition, it holds more than 10 ancient houses praised for their distinctive designs and the names of their ancient families. Here, you will get the coziest photographs.",9am-11pm,-,Visit_Saudi_Attractions,2026-01-15
POI_000118,Jeddah Corniche Circuit | Formula One,Tourist Attraction,attraction,Jeddah,Makkah,,,4.5,0,"Even in the octane-fueled world of Formula One racing, known for its powerfully muscled hot rods, the Jeddah Corniche Circuit is breaking speed records. 

The track, situated along Saudis Red Sea coastline, is the fastest street circuit ever seen in Formula One, according to the Fédération Internationale de l'Automobile, the governing body for motorsports. It also boasts the most corners: 27.",-,https://saudiarabiangp.com/en,Visit_Saudi_Attractions,2026-01-15
POI_000119,Jeddah Waterfront,Tourist Attraction,attraction,Jeddah,Makkah,,,4.5,0,"This is no doubt the place everybody adores, a place that instantly and seamlessly delights and revitalizes your heart. It is precisely where visitors fall deeply captive in Jeddah. Strap on your shoes and come explore one of the latest waterfronts in the world.",12am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000120,Tariq Abdulhakim Center Museum (Albalad),Tourist Attraction,attraction,Jeddah,Makkah,,,4.5,0,"Tariq Abdulhakim Center Museum showcases the journey of one of Saudis most influential and pioneering musicians, and the first Arab musician to receive the UNESCO World Prize. Visitors can enjoy his distinctive compositions and melodies, and view his musical instruments, belongings, and notes to gain insight into his artistic environment and illustrious career.",5pm-9pm,https://dc.moc.gov.sa/,Visit_Saudi_Attractions,2026-01-15
POI_000121,Obhur corniche,Tourist Attraction,attraction,Jeddah,Makkah,,,4.5,0,"Obhur Corniche is one of Jeddah's premier waterfront destinations, perfect for strolling and spending quality time with family and friends. Enjoy the breathtaking views of the Red Sea while taking advantage of its diverse recreational facilities, making it an ideal spot for everyone.",12am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000122,TeamLab Borderless Jeddah (Albalad),Tourist Attraction,attraction,Jeddah,Makkah,,,4.5,0,"teamLab Borderless opened its doors for the first time in the Middle East in Jeddah! a collection of artworks that form one continuous, borderless world. These artworks move freely out of the rooms, creating connections and relationships with people, communicating with other works, and sometimes intermingling with each other. They share the same concept of time as the human body, creating a unique and immersive experience.

Borderless World

Visitors wander through this borderless world, exploring with intention, creating and discovering new experiences with others. The Borderless World transforms according to our presence, and as we immerse and meld ourselves into this unified environment, we explore a continuity among people, as well as a new understanding of the connection between ourselves and the world.","Sat to wed:
1pm-11pm
thu to fri:
3pm-2am",https://www.teamlab.art/e/jeddah/,Visit_Saudi_Attractions,2026-01-15
POI_000123,Hayy jameel,Tourist Attraction,attraction,Jeddah,Makkah,,,4.5,0,"Discover the innovative spirit of Hayy Jameel, featuring a wide range of seasonal art shows, workshops, and cultural festivities. Spend a day with your family exploring the vibrant art scene and creative community of Jeddah.",10am-12-am,-,Visit_Saudi_Attractions,2026-01-15
POI_000124,Tabuk Station in Hejaz Railway,Tourist Attraction,attraction,Tabuk,Tabuk,,,4.5,0,"Spanning across both distance and time, the Hejaz Railway was established at the beginning of the twentieth century to connect Damascus and Madina in a journey that took no more than five days, compared to the previous 45 days that were required, which involved crossing barren deserts and rugged terrain.","sun to thur:
8am-8pm
fri to sat:
1pm-6pm",-,Visit_Saudi_Attractions,2026-01-15
POI_000125,Tabuk Archaeological Castle,Tourist Attraction,attraction,Tabuk,Tabuk,,,4.5,0,"Tabuk Province is rich with numerous archaeological sites that reveal the history of the area, allowing us to witness symbols of an ancient past, such as Tabuk Archaeological Castle, which dates back over five centuries and is now one of the most important historical castles and tourist landmarks in the region.","sun To thu:
8AM-2PM

fri To sat:
4PM-6PM",-,Visit_Saudi_Attractions,2026-01-15
POI_000126,Prince Fahad Bin Sultan Park,Tourist Attraction,attraction,Tabuk,Tabuk,,,4.5,0,"On a sunny day or a cold night in Tabuk, you can lay on the green grass that stretches over an area of 500,000 square meters in Prince Fahad Bin Sultan Park, families and friends gather while enjoying a cup of Saudi coffee flavoured with saffron and cardamom, surrounded by lush trees and fresh air.",12am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000127,Tabuk Attraction Mud House,Tourist Attraction,attraction,Tabuk,Tabuk,,,4.5,0,"A collection of facilities that contain items that date back to Tabuk's rich past can be found in Tabuk Attraction Mud House, or as it is commonly known, the Mud House Museum, which houses various archaeological details and is one of the most prominent tourist landmarks in Tabuk.",4pm-11pm,-,Visit_Saudi_Attractions,2026-01-15
POI_000128,Al Murooj Park,Tourist Attraction,attraction,Tabuk,Tabuk,,,4.5,0,"The nature in Tabuk City is diverse and includes many green spaces, including gardens equipped with all services, numbering about 44 gardens, including Al Murooj Park.",12am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000129,Al-Tawbah Mosque,Tourist Attraction,attraction,Tabuk,Tabuk,,,4.5,0,"Al-Tawbah Mosque in Tabuk represents an important Islamic landmark as the site where it was built is connected to events from the Battle of Tabuk. The mosque serves as a vital point in the region, around which the markets and neighbourhoods of Tabuk are clustered.",12am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000130,Mount Uhud,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"It is a majestic mountain that had a special place to the Prophet, blessings and peace be upon him, who said: ""Uhud is a mountain that loves us and we love it.""",12am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000131,Quba Mosque,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"It is the first mosque in Islam. The Prophet, blessings and peace be upon him, with his own blessed hands, laid the foundation stone of the mosque, which was built by the emigrants and the helpers (ansar). Allah extolled this mosque and mentioned its virtues in the everlasting Qur'an, ""A mosque founded on righteousness from the first day is more worthy for you to stand in."" (9:108)",12am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000132,Al-Ghamamah Mosque,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"Today, it is 200 meters away from the courtyards of the Prophets Mosque. It was one of the Prophet's prayer grounds, to which he would go out to lead people in Eid and rain-invoking prayers. It embraces memories of the Prophet's life and the fragrant civilizational history of Muslims.",10am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000133,Qiblatain Mosque,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"It is one of the most important historical mosques in Madinah. In this mosque, Allah honored the Prophet, blessings and peace be upon him, and fulfilled his wish by shifting the qiblah direction from Jerusalem to the Kaaba: (We will surely turn you to a qiblah with which you will be pleased) [Qur'an 2:144].",12am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000134,Urwa bin Al-Zubayr Palace,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,The Palace is an emblem of defiance and steadfastness in the face of the forces of nature. It was built on a high hill overlooking the edges of Al-Aqiq Valley in the west of Madinah.,5pm-11pm,-,Visit_Saudi_Attractions,2026-01-15
POI_000135,Uhud Martyrs Square,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"Uhud Martyrs Square is one of the most famous landmarks that Muslims are keen to visit because it represents a historical memory associated with the events of the Battle of Uhud, which took place in the third year of the Prophets emigration.",12am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000136,Al-Miqat Mosque,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"It is one of the most important historical landmarks of Madinah. On their way to the Sacred Mosque of Makkah, pilgrims from or passing through Madinah stop at this mosque. Here they give up all worldly appearances and put on Ihram garments in their journey of faith, hoping only for Allah's mercy and reward in the Hereafter.",12am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000137,Hijaz Railway Museum,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"The museum is considered one of the historical tourist destinations in Madinah. It was established in 1419 AH, corresponding to 1998 AD, and was inaugurated by Prince Abdulmajeed ibn Abdulaziz. It is located on Omar ibn Al-Khattab St, King Abdulaziz Square in Anbariya. It is about 1,020 meters away from the Prophets Mosque.",sat to thur: 8am-9pm,-,Visit_Saudi_Attractions,2026-01-15
POI_000138,Historical Quba Castle,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"Madinahs most famous castle was built for surveillance and protection. Made from thick, black volcanic stones and covered with white plaster, the castle is located about 1,500 meters from Quba Mosque on a high hill in the Al Duwaima neighborhood.",12am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000139,Ali Ibn Abi Talib Mosque,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"Located in the area of the Seven Mosques, Ali ibn Abi Talib Mosque is a destination for visitors who want to explore Islamic cultural heritage. The Prophet Muhammad performed Eid prayer on the site, as did Ali ibn Abi Talib after the Prophet's death.",12am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000140,ALHAYY,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"A destination that reflects the history and culture of Medina, featuring many local and cultural experiences.",2pm-3am,-,Visit_Saudi_Attractions,2026-01-15
POI_000141,City Sightseeing Bus Tour,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"Explore the second-holiest city in Islam on top of our comfortable double-decker buses to discover its rich Islamic history, heritage, culture, and social life.",6:15am-8:45pm,https://book.visitsaudi.com/sa-en/experiences/Madinah/Culture%20&%20History/city-sightseeing-al-madina-1?_ga=2.173329639.596123480.1741172896-512813428.1741172896&_gl=1*1bk03ok*_gcl_au*MTkzOTQwMjY5Mi4xNzM5Njg3NTQx,Visit_Saudi_Attractions,2026-01-15
POI_000142,Al-Uyun Market,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,A special Ramadan market containing 60 outlets for owners of local products will be activated during the month of Ramadan to sell Ramadan products and food.,12am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000143,AS SAFIYYAH Museum and Park,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"A cultural tourist oasis, in which the visitor moves between Many diverse items, the most prominent of which is the museum The story of creation, the cultural park and waterways as well as areas of shops, restaurants and cafes.",7:30am-11pm,https://tickets.hihala.com/ticketSale/tickets?category=spoffer,Visit_Saudi_Attractions,2026-01-15
POI_000144,ALSIRAH,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"Alsirah offers an immersive experience that sheds light on the life, journey, and lessons of the prophet Mohammad (PBUH). By narrating inspiring stories from his profound journey, our experiences foster a deeper connection to him and a greater appreciation for his legacy.",6am-12am,https://alsirah.sa/buy-tickets/,Visit_Saudi_Attractions,2026-01-15
POI_000145,Souq Suwaiqah,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"Souq Suwaiqah is one of the oldest and most prominent markets in Madinah. It is characterized by traditional products that Reflect the authenticity of Saudi crafts and their ancient history. By selling and reviewing invasive products, it collects the market between ancient and modern sculpting works and supports women's empowerment by involving them in the Sale and crafts.",2pm-10pm,-,Visit_Saudi_Attractions,2026-01-15
POI_000146,Heritage District,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,"The heritage district is located within King Fahd Central Park, The project aims to launch a cultural festival throughout the month of Ramadan that combines cultural and entertainment experiences and events. In addition to restaurants and cafes serving all local cuisine.",5pm-3am,-,Visit_Saudi_Attractions,2026-01-15
POI_000147,Jabal Ayr,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,The Ayer View offers a unique Madani Ramadan Iftar experience with a stunning panoramic view of Madinah.,4pm-2am,-,Visit_Saudi_Attractions,2026-01-15
POI_000148,The International Fairs and Museums of the Prophets Biography and Islamic Civilization,Tourist Attraction,attraction,Madinah,Madinah,,,4.5,0,The exhibition showcases the Prophets biography with interactive displays in seven languages.,-,https://tickets.asc.sa/?branch_slug=med,Visit_Saudi_Attractions,2026-01-15
POI_000149,The Touristic City of Jawatha,Tourist Attraction,attraction,Al-Ahsa,Eastern Province,,,4.5,0,"Jawatha is located in the northeast of Al Hofuf, and it is a tourist city that was opened in 2018 to be a distinctive destination that includes historical monuments, popular markets, and enjoyable activities. It welcomes visitors daily from 8:00 am to midnight.",8am-12am,-,Visit_Saudi_Attractions,2026-01-15
POI_000150,Largest Palm Oasis in the World,Tourist Attraction,attraction,Al-Ahsa,Eastern Province,,,4.5,0,"The natural oasis of Al-Ahsa, whose area exceeds 85 square kilometers, reveals geographical artifacts that are full of details of its unique terrain and the diversity of its environment, including caves, mountains, plains, and springs, to be deservedly included in the UNESCO World Heritage List since 2018.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000151,Al Asfar Lake,Tourist Attraction,attraction,Al-Ahsa,Eastern Province,,,4.5,0,"Al Asfar Lake appears amidst the golden dunes and in a charming scene, which was formed by seasonal rain over decades and is locally called (the summer blue and the winter white) because its color changes according to seasons. It is one of the largest natural water bodies in the Gulf region and has been transformed into a nature reserve to encompass the surrounding wildlife, as desert plants surround the lake, trees converge around it and cover the horizon, the soft and pure sands remain.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000152,Bayt Al-Bay'ah,Tourist Attraction,attraction,Al-Ahsa,Eastern Province,,,4.5,0,"Step into Bayt Al-Bay'ah in Al-Ahsa, a historic landmark built in 1203 AH (1788 CE) by Sheikh Abdul Rahman Al-Mulla, capturing the elegance of traditional Saudi architecture during the First Saudi State. Located in the Al-Rawda neighborhood of Al-Kut, this house is where the people of Al-Ahsa pledged loyalty to King Abdulaziz Al Saud on the night of Jumada Al-Akhirah 5, 1331 AH (1912 CE). Owned at the time by Sheikh Abdul Latif Al-Mulla, Mufti of Al-Ahsa, the house holds the very room where King Abdulaziz rested.
 

Today, Bayt Al-Bay'ah invites history enthusiasts and culture lovers to explore its charm. Recently restored and open to visitors, it enchants with its modest exterior and striking pointed arches that crown the interior openings, showcasing the timeless beauty of Saudi heritage and the enduring legacy of Al-Ahsa.","sat:
9AM-1PM

sun To thu:
8AM-4PM

fri:
1PM-5PM",-,Visit_Saudi_Attractions,2026-01-15
POI_000153,Historical Sahoud Palace,Tourist Attraction,attraction,Al-Ahsa,Eastern Province,,,4.5,0,"Al Ahsa Governorate has an enormous historical inventory that dates back centuries BC. The human civilizations followed one another in Al Ahsa. Being a natural oasis in an ideal location made Al-Ahsa desired by many. However, its people worked to protect it from enemies by building castles and palaces with towers that gave them a comprehensive view of their surroundings. One of the most important protective palaces in Al Ahsa is Sahoud Palace.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000154,Handcraft Castle,Tourist Attraction,attraction,Al-Ahsa,Eastern Province,,,4.5,0,"Handcraft Castle is one of the most important landmarks in Al-Ahsa, with its traditional heritage character. This is why it was included in the Creative Cities Network of UNESCO in the craft and folk-art creative field.",-,-,Visit_Saudi_Attractions,2026-01-15
